RowID	Speaker	SpeakerInfo	Question	Topic	Text
92	KLOBUCHAR	Candidate	9.0	Abortion	I just want to say, there’s three women up here that have fought pretty hard for a woman’s right to choose. I’ll start with that. And then I just want to make very clear, I think we share the goal of universal health care. And the idea I put out there, the public option, which the governor was just talking about, this idea is that you use Medicare or Medicaid without any insurance companies involved, you can do it either way. And the estimates are 13 million people would see a reduction in their premiums, 12 more million people would get covered. So I think it is a beginning and the way you start and the way you move to universal health care.
114	CASTRO	Candidate	12.0	Undocumented Immigrants	And so I want to challenge every single candidate on this stage to support the repeal of Section 1325.
832	TODD	Moderator	19.0	Candidates on what their first issue would be if elected	President Obama, in his first year, wanted to address both healthcare and climate and he could only get one signature issue accomplished. It was, obviously, healthcare. He didn’t get to do climate change. You may only get one shot and your first issue that you’re going to push–you get one shot that it may be the only thing you get passed, what is that first issue for your presidency? Eric Swalwell, you’re first.
155	KLOBUCHAR	Candidate	12.0	Undocumented Immigrants	It gives a path for citizenship for citizen — for people who can become citizens. And it will be so much better for our economy in America.
276	TODD	Moderator	18.0	Climate Change	Thank you. Congressman, thank you.
443	GUTHRIE	Moderator	3.0	Candidates are asked about ‘socialism’	It was you.
760	MADDOW	Moderator	15.0	Candidates on abortion rights	Senator
476	SANDERS	Candidate	5.0	Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	As part of Joe’s generation–
898	SANDERS	Candidate	20.0	Candidates on gun control	Yeah.
464	YANG	Candidate	5.0	Rep. Swalwell and Biden on generational change, and Yang explains his economic plan	I’m sorry?
45	DELANEY	Candidate	6.0	Income Inequality	I think we have to do real things to help American workers and the American people. Right? This is the issue that all of us hear on the campaign trail. We need to make sure everyone has a living wage. And I’ve called for a doubling of the earned income tax credit, raising the minimum wage, and creating paid family leave. That will create a situation where people actually have a living wage. That gets right to workers. Then we’ve got to fix our public education system. It’s not delivering the results our kids needs, nor is college and post high school career and technical training programs doing that. You know, I’m very different than everyone else here on the stage. Prior to being in Congress, I was an entrepreneur. I started two businesses. I created thousands of jobs. I spent my whole career helping small- to mid-sized businesses all over the country, 5,000 of them I supported. The Obama administration gave me an award for lending to disadvantaged communities. I know how to create jobs. We need a short-term strategy which is to put money in the pockets of workers with the earned income tax credit, raising the minimum wage, and creating family leave, and then we need to have a long-term strategy to make sure this country is competitive and we’re creating jobs everywhere in this country.
570	GUTHRIE	Moderator	7.0	Candidates weigh in on healthcare	I believe at the show of hands you did not raise her hand. Did you raise your hand?
61	O’ROURKE	Candidate	8.0	Healthcare	My goal is to ensure that every American is well enough to live to their full potential because they have health care. In Laredo, Texas, I met a young man, 27 years old, told me that he’d been to a doctor once in his life. And on that visit, he was told he had diabetes, he was told he had glaucoma, and he was told untreated — because he doesn’t have health care — he’ll be dead before the age of 40. So getting to guaranteed, high-quality, universal health care as quickly and surely as possible has to be our goal. The ability to afford your prescriptions and go to a primary care provider, to be — the ability to see a mental health care provider. In Texas, the single largest provider of mental health care services is the county jail system today. And health care also has to mean that every woman can make her own decisions about her own body and has access to the care that makes that possible. Our plan says that if you’re uninsured, we enroll you in Medicare. If you’re insufficiently insured, you can’t afford your premiums, we enroll you in Medicare. But if you’re a member of a union that negotiated for a health care plan that you like because it works for you and your family, you’re able to keep it.
257	TODD	Moderator	18.0	Climate Change	Thank you.
62	HOLT	Moderator	8.0	Healthcare	Your time is up.
209	MADDOW	Moderator	15.0	Guns	Secretary Castro, I’d like to talk to you about something that Senator Booker just mentioned there, the idea of active shooter drills in schools, as school shootings seem like an almost everyday or every week occurrence now. They don’t make a complete news cycle anymore, no matter the death toll. As parents are so afraid as their kids go off to school that their kids will be caught up in something like this, next to nothing has changed in federal law that might affect the prevalence of school shootings. Is this a problem that is going to continue to get worse over our lifetimes? Or is there something that you would do as president that you really think would turn it around?
51	RYAN	Candidate	7.0	Manufacturing Jobs	… and manufacture those here in the United States.
